gpu_name RTX_3090
mean_duration 3.5135041185576847
relevance_pass_rate 0.8703560371517027
bert_raw_avg -0.017295942612150172
bert_pass_rate 0.8858359133126935
mpnet_raw_avg 0.6372939683987122
mpnet_pass_rate 0.9100232198142415
dpo_mean -12.213398558436532
dpo_norm_mean 0.4263535853383065
rlhf_mean -0.17604123215489562
rlhf_mean_norm 0.282434447440708
reciprocate_reward_mean 0.10144716095744159
reciprocate_reward_mean_norm 0.28134483085143674
total_reward 0.28311228727588256
total_reward_excluding_relevance 0.32528330383320614
