gpu_name RTX_4090
mean_duration 2.006615845820695
relevance_pass_rate 0.572092123088833
bert_raw_avg -0.026600905568076632
bert_pass_rate 0.5780917360170311
mpnet_raw_avg 0.4320009500271339
mpnet_pass_rate 0.6330559318753629
dpo_mean -13.644006586268628
dpo_norm_mean 0.2357576413428689
rlhf_mean -0.19832558426145114
rlhf_mean_norm 0.27570448472925746
reciprocate_reward_mean 1.5075862346385909
reciprocate_reward_mean_norm 0.2631344307327215
total_reward 0.14871501301732293
total_reward_excluding_relevance 0.2599494155143801
