gpu_name RTX_4090
mean_duration 3.9120721644665823
relevance_pass_rate 0.8674698795180723
bert_raw_avg -0.017825020710941372
bert_pass_rate 0.8755020080321285
mpnet_raw_avg 0.6444846459488612
mpnet_pass_rate 0.9437751004016064
dpo_mean -12.196551832329318
dpo_norm_mean 0.4347137009283625
rlhf_mean -0.22710696698155208
rlhf_mean_norm 0.2681596154668724
reciprocate_reward_mean 0.06912644704182942
reciprocate_reward_mean_norm 0.2639638298007858
total_reward 0.2748726697493437
total_reward_excluding_relevance 0.31686710540549345
