gpu_name RTX_4090
mean_duration 5.199749524123423
relevance_pass_rate 0.8543746330005872
bert_raw_avg -0.016730626154545826
bert_pass_rate 0.8719906048150323
mpnet_raw_avg 0.6174452437803293
mpnet_pass_rate 0.8721863378351928
dpo_mean -11.547438114724017
dpo_norm_mean 0.5443413257598877
rlhf_mean -0.46065424379885606
rlhf_mean_norm 0.1758563220500946
reciprocate_reward_mean 0.41858180156415
reciprocate_reward_mean_norm 0.247658371925354
total_reward 0.31183202431717133
total_reward 0.31183202431717133
total_reward_excluding_relevance 0.36498277485370634
