gpu_name RTX_4090
mean_duration 2.8438528369229483
relevance_pass_rate 0.8875502008032129
bert_raw_avg -0.017992652589866626
bert_pass_rate 0.8875502008032129
mpnet_raw_avg 0.6506219088215844
mpnet_pass_rate 0.9477911646586346
dpo_mean -12.340988955823294
dpo_norm_mean 0.39409366250038147
rlhf_mean -0.20797832846551775
rlhf_mean_norm 0.23058965802192688
reciprocate_reward_mean 0.9095220781559319
reciprocate_reward_mean_norm 0.2920137047767639
total_reward 0.29038601208882164
total_reward_excluding_relevance 0.3271770000457764
