gpu_name RTX_4090
mean_duration 3.5197873393215806
relevance_pass_rate 0.7228915662650602
bert_raw_avg -0.020579137289559936
bert_pass_rate 0.7309236947791165
mpnet_raw_avg 0.5434305457291698
mpnet_pass_rate 0.8072289156626506
dpo_mean -12.466961596385541
dpo_norm_mean 0.3887415288921341
rlhf_mean -0.3800797144298902
rlhf_mean_norm 0.2522421004063633
reciprocate_reward_mean 1.1854479471842447
reciprocate_reward_mean_norm 0.3110458656965968
total_reward 0.2246985963266843
total_reward_excluding_relevance 0.31083305825191326
