gpu_name RTX_4090
<<<<<<< HEAD
mean_duration 6.452244201338435
relevance_pass_rate 0.9678714859437751
bert_raw_avg -0.01344771310500048
bert_pass_rate 0.9718875502008032
mpnet_raw_avg 0.7048667071454496
mpnet_pass_rate 0.9839357429718876
dpo_mean -10.812139181726907
dpo_norm_mean 0.6226852029921061
rlhf_mean -0.3326757232542617
rlhf_mean_norm 0.2496095224317298
reciprocate_reward_mean -0.6694594893712721
reciprocate_reward_mean_norm -0.6694594893712721
=======
mean_duration 5.462135207700921
relevance_pass_rate 0.963855421686747
bert_raw_avg -0.013015073974687841
bert_pass_rate 0.9799196787148594
mpnet_raw_avg 0.7092639167987588
mpnet_pass_rate 0.9678714859437751
dpo_mean -10.718122489959839
dpo_norm_mean 0.6345577156208605
rlhf_mean -0.3215315507605193
rlhf_mean_norm 0.25689750071989004
reciprocate_reward_mean -0.8975276947021484
reciprocate_reward_mean_norm -0.8975276947021484
>>>>>>> 80e304837e6f25144211408a283d242c75daeb95
